Field Number(s),Common Name,Observation Date,Observation Year,How Observed,Observation Status,Final SIM Status,In MMHSRP Stranding DB,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Date of Examination,Condition at Examination,Vessel Type,Sex,Age Class,Length,Length Units,Necropsied,Date of Necropsy,Carcass Disposition,Additional Remarks,
CRC-1855,Gray Whale,12/17/2020,2020,Beach or Land,Moderate Decomposition,NO DATA,Yes,WA,Grays Harbor,Grayland,1.7 miles N of Grayland beach rd,46.834,decimal degrees,-124.108,decimal degrees,12/19/2020,Moderate Decomposition,Unknown,MALE,ADULT,1238,cm,Y,12/19/2020,Left at Site,"State parks found photo of whale on local facebook page, confirmed location and notified stranding network.. Laying on R side and tipped slightly onto back. Numerous post mortem shark bites, skin sloughing in patches all over body. Penis fully extruded. Tongue swollen and baleen gone. 3 swollen areas noted: one on mid L flank, just anterior to genital slit; one on back at level of pec fins; one on top of L shoulder. Some large crater-like lesions in the skin.. . unable to determine due to decomposition. Some bruising in blubber above L eye, around blowhole, and extending halfway down the rostrum, probable ship strike but unable to confirm or determine extent of injury due to decomposition and body position.",
CAS-SLP-685; TMMC-C-665,Gray Whale,4/2/2021,2021,Floating,Moderate Decomposition,DEAD,Yes,CA,San Mateo,Moss Beach,Floating offshore about 1 mile from Fitzgerald Marine Reserve,37.534514,decimal degrees,-122.534159,decimal degrees,4/3/2021,Moderate Decomposition,Unknown,FEMALE,ADULT,1310,cm,Y,4/3/2021,Carcass Left at Site,"No Covid-19 restrictions of response personnel but Fitzgerald Marine Reserve beach is closed due to staffing issues. Permission obtained. Necropsy completed. right pelvic bone, blubber samples, organ samples, baleen collected for CAS and TMMC archives. Suspected ship strike; large gash on maxilla and blood and rotted tissue on the right side of the head, near the back of the skull",
CAS-MAC-482; TMMC-C-668,Gray Whale,4/8/2021,2021,Beach or Land,Fresh Dead,DEAD,Yes,CA,Marin,Muir Beach,"Golden Gate National Recreation Area, Muir Beach",37.859789,decimal degrees,-122.577933,decimal degrees,4/8/2021,Fresh Dead,Unknown,FEMALE,ADULT,1220,cm,Y,4/8/2021,Carcass Left at Site,"The carcass was originally reported on 4/8/21 in the surf off of the north end of Muir Beach (37.859631, -122.577060). The carcass was fully ashore during the low tide and a necropsy was completed.",
CAS-DJG-042; TMMC-C-669,Fin Whale,4/23/2021,2021,Floating,Condition Unknown,DEAD,Yes,CA,San Francisco,San Francisco,Floating off shore west of the Golden Gate Bridge approximately three miles south of the San Francisco Bar buoy,37.704722,decimal degrees,-122.698333,decimal degrees,4/24/2021,Moderate Decomposition,Unknown,MALE,SUBADULT,1410,cm,Y,4/24/2021,Carcass Left at Site,"TMMC first received a report of a dead whale floating off shore west of the Golden Gate Bridge approximately three miles south of the San Francisco Bar buoy the morning of 23 April 2021. The floating carcass was initially reported at 37.704722°N, 122.698333°W. At 1900h later that day (4/23/2021), CAS received a report of a whale carcass washed ashore on Golden Gate National Recreation Area, Fort Funston at 37.714404°N, 122.504758°W. Based on initial photos the whale was identified as a Balaenoptera but species could not be determined using photos due to the position of the carcass on the beach. The morning of 24 April 2021, a small team from CAS confirmed the location of the carcass and a necropsy team was assembled. The necropsy was completed the afternoon of 4/24/2021. Cause of death was determined to be blunt force trauma at necropsy.",
PSU21-04-27-Er,Gray Whale,4/27/2021,2021,Beach or Land,Advanced Decomposition,DEAD,Yes,WA,Pacific,Ocean Park,0.2 mile north of 225th Place access,46.46863,decimal degrees,-124.06024,decimal degrees,4/27/2021,Advanced Decomposition,Unknown,MALE,ADULT,1213,cm,Y,4/29/2021,Carcass Left at Site,"the most significant findings included a shattered left rostrum; a substantial amount of pooled bloody fluid along with hemorrhage of the left mandibular area; hemorrhage and edema of the left flipper; hemorrhage of various areas of the body, especially the dorsal cranial back; and linear-patterned cuts or gouges along the first dorsal ""knuckle"" with no underlying associated tissue changes; the right side of the whale was not examined as he was lying on his right side; internal organs were also not examined but some fecal material was collected from the colon; the whale's body condition appeared to be thin (Note: A gray whale stranded on a jetty at the mouth of the Columbia River (PSU21-04-24-Er). It could not be confirmed whether the PSU21-04-24-Er whale is the same whale as PSU21-04-27-Er, but it is believed that they are different whales so Level As were generated for both animals.)",
SWFSC-KXD0381,Fin Whale,5/7/2021,2021,Swimming,Fresh Dead,DEAD,Yes,CA,San Diego,San Diego,"SE of San Clemente Island, between Tanner Bank and Cortes Bank",32.6605,decimal degrees,-119.255333,decimal degrees,5/8/2021,Moderate Decomposition,Australian Navy,FEMALE,ADULT,2070,cm,N,N/A,Towed,"Whale was struck by 146-metre-long HMAS Sydney, an Australian Navy Hobart Class Destroyer. This whale and a smaller whale (KXD0382)dislodged from vessel upon arrival to pier. Vessel had been operating in southern California for 10 days prior to the strike. Australian Navy provided potential collision location and date listed in ""Initial Observation"" section of Level A. Injuries consistent with ship strike were observed. Blubber and skin collected. This whale was initially estimated at 20m while floating at Navy Base. PMMC responded and took measurement listed here for length when this whale stranded (after being towed) at Bolsa State Beach on 5/19/2021.",
SWFSC-KXD0382,Fin Whale,5/7/2021,2021,Swimming,Fresh Dead,DEAD,Yes,CA,San Diego,San Diego,"Between Tanner and Cortes Bank, SE of San Clemente Island",32.6605,decimal degrees,-119.255333,decimal degrees,5/8/2021,Moderate Decomposition,Australian Navy,UNKNOWN,PUP/CALF,900,cm,N,N/A,Landfill,"Whale was struck by 146-metre-long HMAS Sydney, an Australian Navy Hobart Class Destroyer. This whale and an adult fin whale (KXD0381)dislodged from vessel upon arrival to pier. Vessel had been operating in southern California for the 10 days prior to the strike. Australian Navy provided potential collision location and date listed in ""Initial Observation"" section of Level A. Injuries consistent with ship strike were observed.Blubber and skin collected.",
CAS-MAC-497; TMMC-C-673,Gray Whale,5/12/2021,2021,Floating,Fresh Dead,DEAD,Yes,CA,Marin,Bolinas,Floating off of Duxbury Reef,37.8851,decimal degrees,-122.6994,decimal degrees,5/14/2021,Fresh Dead,Unknown,MALE,SUBADULT,1040,cm,Y,5/14/2021,Left at Site,"The carcass was first reported to TMMC floating off of Duxbury Reef in Bolinas (37.8851, -122.6994) late afternoon of 05/12/2021. CAS staff member, Marjorie Cox, confirmed that the carcass was floating off of Duxbury Point. On 5/13/2021 in the morning the carcass was confirmed on land at Agate Beach (37.896599, -122.710106). An initial CAS team took photos, morphometrics, and initial samples on 5/13/2021. With permission the Marin County Parks, the team from TMMC and CAS conducted a complete necropsy at 0730h on 5/14/2021.The carcass was a late code 2, early code 3 at necropsy.",
CAS-SLP-692,Gray Whale,5/28/2021,2021,Floating,Fresh Dead,DEAD,Yes,CA,Marin,Sausalito,"Floating offshore below Point Bonita, Marin Headlands",37.8187,decimal degrees,-122.5293,decimal degrees,6/3/2021,Advanced Decomposition,,MALE,ADULT,1123,cm,Y,6/3/2021,Left at Site,Area of trauma spans 2/3 of the whales spinal column and broken bones were retrieved. Some prop marks noted on left rib area but are thought to be post-mortem.,
CAS-MEF-828,Gray Whale,6/20/2021,2021,Floating,Fresh Dead,NOT REVIEWED YET,Yes,CA,San Francisco,San Francisco,Floating off shore of Ocean Beach at Lincoln.,37.764,decimal degrees,-122.5201,decimal degrees,6/21/2021,Fresh Dead,,FEMALE,ADULT,1370,cm,Y,6/21/2021,Buried,"Eight lumbar vertebrae (L8 to L16) had fractures to the left lateral processes with no associated hemorrhaging or macerated muscle tissue, likely post-mortem trauma.",
WCRLB-20210629Unk,Unidentified Whale,6/29/2021,2021,Swimming,Alive,SI (PRORATE),Yes,CA,San Diego,Offshore,"Southern California Range Complex, approximately 90 nm west of San Diego
sea buoy
",32.60635,decimal degrees,-119.039033,decimal degrees,NA,NA,US NAVY,UNKNOWN,UNKNOWN,,,N/A,N/A,N/A,"blood seen in water in ship's wake with witness reports of seeing a body of whale; brief sighting of an unspecified number of whales with one appearing to dive below vessel. In vicinity of numerous whales but not in the ship's path, crew noticed hitting an object. Blood and ""parts of body of whale"" were seen in the wake by multiple crew members on the aft end of the ship. Few crew (only 1 felt a ""vibrate"") indicated feeling a shudder at time of impact. There is no indication that the ship hit the whale head on. Many crew members believe the whale surfaced under the ship hitting the ship's hull. See Ship Strike form for more details.",
WCRLB-20210711Unk,Unidentified Whale,7/11/2021,2021,Swimming,Alive,SI (PRORATE),Yes,CA,San Diego,Offshore,Southern California Range Complex,31.833333,decimal degrees,-118.7,decimal degrees,NA,NA,US NAVY,UNKNOWN,UNKNOWN,,,N/A,N/A,N/A,"Three lookouts qualified in marine mammal sighting on watch. Starboard lookout sighted a whale crossing immediately under the bow. There was insufficient time for the bridge crew to maneuver around the whale. Internal crew subsequently felt the aft end of the ship shudder. Crew observed a red slick on the water approximately 600 yards astern of the ship. See Ship Strike form for more info
",
HSU20210901-SA42,Gray Whale,8/31/2021,2021,Beach or Land,Fresh Dead,NOT REVIEWED YET,Yes,CA,Humboldt,Samoa,"Samoa Beach, Near Bay Street Access. ",40.79818,decimal degrees,-124.20649,decimal degrees,8/31/2021,Fresh Dead,Unknown,FEMALE,SUBADULT,823,cm,Y,9/1/2021,Left at Site,"Large penetrating laceration and partial decapitation with bruising, and signs of impact visible throughout the body indicate ship strike involving propeller of a large vessel. Histology and photographic evidence were collected from the wound site and entire body and are available for analysis as requested and photos have been reviewed by CA Stranding Coordinators. ",
2021-KP-001,Gray Whale,11/4/2021,2021,Swimming,Alive,SI (PRORATE),Yes,WA,Kitsap,Kitsap,Puget Sound.,47.722,decimal degrees,-122.455,decimal degrees,NA,NA,Ferry,UNKNOWN,ADULT,,,N,N/A,Left at Site,"Received a report of a vessel strike from Kitsap Fast Ferries. 11/4/2021 at 0900 they struck a (1) adult grey whale without warning. They were traveling in Puget Sound when observers(2) spotted the arch of the back of the whale ahead of port bow. The crash stop was initiated and the vessel turned to starboard while stopping to avoid animal. Felt a soft thud, no additional vibration or movements occurred. The vessel did not receive WRAS reports, radio advisory, or earlier sightings. After the strike, the whale rolled on its side, slapped pectoral fin, then dove, slapped tail, and then was seen swimming north. Not observed again. The crew did not see any visible evidence of injury nor did they see any blood.",
CRC-1916,Gray Whale,1/20/2022,2022,Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,WA,Grays Harbor,Ocean City,just S of casino,47.0378,decimal degrees,-124.178,decimal degrees,1/20/2022,Moderate Decomposition,Unknown,MALE,ADULT,1290,cm,Y,1/20/2022,Left at Site,"Seen washing ashore on the morning of 20 Jan. Necropsy conducted same day, but quickly due to high tide and setting sun.. Laying on L side. Tonsils, esophagus, stomach and lungs had been expelled and were hanging (still attached) outside of the mouth. Tongue very inflated. Penis distended. Partially healed kiiler whale rake marks on flukes, partially healed 2.5cm deep entanglement wrap on tailstock, entanglement scarring across dorsal surface of flukes and probable rope impression across back at knuckle near dorsal hump. Some skin sloughing.. . Blunt force trauma to back, between scapulae. Chronic, recent entanglement injuries on tailstock and flukes (no gear attached), possible rope abrasion across dorsal knuckles. Small amount of green twine embedded in stomach lining. Trauma sufficient to have caused death, but entanglement probably contributed to poor nutritional status.",
PSU22-02-17-Er,Gray Whale,2/17/2022,2022,Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,WA,Pacific,Ocean Park,0.9 mile south of Oysterville Road access,46.53412,decimal degrees,-124.06171,decimal degrees,2/17/2022,Moderate Decomposition,Unknown,MALE,ADULT,1237,cm,Y,2/18/2022,Left at Site,"the whale appeared to be thin; blubber was fibrous, dry, and salmon-colored; the whale was lying on his right side at time of necropsy, so that side was only able to be examined by photos taken as he was washing in; however, during the necropsy, the right flipper was protruding from beneath the whale at an unusual angle and believed to have been broken; evidence of severe blunt force trauma present internally (e.g., tremendous hemorrhage, hematoma, edema)-- ship strike suspected; thoracic organs and a few abdominal organs could not be located as they presumably had been displaced far anteriorly by trauma and gas-filled intestines; there were no obvious signs of entanglement; histopathology pending; approximately 40 total samples collected",
CAS-MAC-522,Gray Whale,4/4/2022,2022,Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,CA,Marin,Muir Beach,Northern end of Muir Beach,37.85938889,decimal degrees,-122.5806111,decimal degrees,4/4/2022,Moderate Decomposition,Unknown,FEMALE,SUBADULT,1160,cm,Y,4/4/2022,Left at Site,This animal was reported dead on the northern end of Muir Beach by a local resident at 8AM on Monday morning April 4th. A necropsy team from TMMC and CAS responded and were on onsite at 10.45AM. Only a partial necropsy was performed because of a rising tide. Please see the necropsy report for more information.,
PSU22-04-06-Er,Gray Whale,4/6/2022,2022,Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,WA,Pacific,Seaview,"0.3 mile north of 38th Place access, Cape Disappointment State Park",46.3355,decimal degrees,-124.06818,decimal degrees,4/6/2022,Moderate Decomposition,Unknown,FEMALE,ADULT,1305,cm,Y,4/8/2022,Left at Site,"the whale was oriented ventral side up at the time of necropsy, so the dorsal side of the animal could not be examined; body condition was thin to emaciated (pending histopathology); blunt force trauma from a vessel strike is suspected, based on presence of bone fragments and hemorrhagic and edematous tissue in vicinity of right ear--extent of this trauma could not be assessed based on the whale's orientation on the beach; evidence of healed entanglement scars and a more recent entanglement injury at right pectoral flipper and across flukes; possible infection in post-anal sac; necropsy participants included PSU, CRC, World Vets, SR3, and interns/volunteers; histopathology pending; approximately 35 samples collected",
CAS-SLP-718,Gray Whale,4/28/2022,2022,Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,CA,San Mateo,Pacfica,North headlands of Pacifica State Beach,37.60598,decimal degrees,-122.50185,decimal degrees,4/29/2022,Moderate Decomposition,Unknown,MALE,ADULT,1140,cm,Y,4/29/2022,Left at Site,"No Covid-19 restrictions, Animal was reported on the evening of Thursday April 28th high on the rocky intertidal area just north of Linda Mar Beach. The animal was bloated but still in good condition. A CAS staff member responded to the original report on April 28 to confirm the carcass condition and access for necropsy. A team from TMMC and CAS conducted the necropsy during the low tide the afternoon of April 29th. Left pelvic bone, barnacles, and Cyamids collected for CAS archives, baleen collected for TMMC and CAS. Trauma to thoracic spine, including edema, hemorrhage and broken vertebra.",
CAS-MEF-830,Gray Whale,5/12/2022,2022,Beach or Land,Fresh Dead,NOT REVIEWED YET,Yes,CA,San Mateo,Daly City,"Golden Gate National Recreation Area, Fort Funston, ~1/2 mile south of the sand ladder at the pilings",37.705597,decimal degrees,-122.501963,decimal degrees,5/12/2022,Fresh Dead,Unknown,FEMALE,ADULT,1140,cm,Y,5/13/2022,Left at Site,"No Covid restrictions. Left pelvic bone with vestigial femur, 13 baleen plates, and cyamids collected for CAS. Stranding History: On 5/12/2022, TMMC received a report of a large cetacean near shore at Fort Funston (~37.7115, -122.504). The whale was in the surf and the reporting party noted that the fins were moving. A TMMC responder checked on the whale that evening and it appeared to be deceased. On Friday 5/13, the carcass had moved further south and was high and dry on the beach (37.705597, -122.501963). A team from TMMC and CAS responded during the low tide and completed the necropsy. During the initial necropsy, only part of the left side and the ventral side of the carcass was accessible. On Monday 5/16, CAS received a report that the carcass had turned over and the opposite side had become accessible. On 5/17, a small team from CAS revisited the carcass and examined a section of the right lateral and the dorsal side of the carcass. Upon examination on 5/17, there was edema and hemorrhage in the subcutis posterior to the eye into the cervical region and skeletal muscle hemorrhage into the thoracic area (macerated epaxial muscle) and T2-T9 each had short complete fractures on the dorsal spinous processes.",
CAS-SLP-734,Humpback Whale,8/28/2022,2022,Floating,Moderate Decomposition,NOT REVIEWED YET,Yes,CA,San Mateo,Half Moon Bay,"Manhattan Beach, Half Moon Bay",37.431009,decimal degrees,-122.440344,decimal degrees,8/29/2022,Moderate Decomposition,Unknown,FEMALE,ADULT,1506,cm,Y,8/29/2022,Left at Site,"No Covid-19 restrictions, both pelvic bones and atlas/c2/c3 collected for CAS, baleen collected for research and education. There was a regionally extensive area of subcuticular and muscular hemorrhage and edema extending from the base of the neck on the right side to the caudal aspect of the thorax (approx. 400 cm cranial to caudal) and from the sternum to the limit of dorsal dissection (carcass in dorsal recumbency). The skeletal muscle was markedly macerated, pale brown and generally liquified. The ribs of the right thoracic wall were displaced in a medio-caudal direction but no fractures were detected. The left occipital condyle was displaced 43cm from the articular facet on C1 (atlas bone). There was an approximately 12cm diameter by 2cm deep defect on the lateral aspect of the C1 lateral articular facet and coarse irregular margins on the lateral aspect of the left occipital condyle (avulsion fractures). The right occipital condyle and C1 articular facet were displaced to a lesser extent (approximately 10cm). **See necropsy report for more information**",
CRC-1969,Humpback Whale,10/5/2022,2022,Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,WA,Jefferson,Ruby Beach,approx 1 mi N of trailhead,47.7189,decimal degrees,-124.419,decimal degrees,10/9/2022,Moderate Decomposition,Unknown,FEMALE,CALF,790,cm,Y,10/9/2022,Left at Site,"Dead whale photo found on reddit on 10/6/2022, photo taken on 10/5/22. ONP staff notified and rangers confirmed location and species on 10/6.. original photos: throat distended/tongue ballooned. At response tongue/throat more deflated but still bloated, lung found approx 100yds S of carass (47.717/-124.4185). Skin slouging on fluke and peduncle. Few scattered whale lice, few large barnacles. Laying R side down, ody slightly curved to right. Minimal superficial scavenging. No evidence of current/prior entanglement.. . Severe hemorrhage and edema, visible on R side dorsal and ventral. Appears to be centered around the area of right shoulder, but carcass laying R side down, so tissue damage only visible on dorsal and ventral margins. Brusing extends from area at the level of L flipper insertion to flipper tip (but on the back/right side), internal bruising along spinal column (inside body cavity), severe hemorrhage on dorsal aspect of kidney. Stomach full of partially digested fish. No evidence of KW attack, likely ship strike.",
2022-SJ053,Minke Whale,10/5/2022,2022,Floating,Fresh Dead,NOT REVIEWED YET,Yes,WA,San Juan,Lopez Island,approx 1 mile N of Lopez Ferry Terminal,48.5764,decimal degrees,-122.8543,decimal degrees,10/5/2022,Fresh Dead,Unknown,FEMALE,ADULT,732,cm,Y,10/7/2022,Towed,"Whale Museum responded by water to get photographs while floating. WM and USCG towed to a site identified by SPU field station on Blakely Island on 05-Oct. Necropsy conduected on 07-Oct by WM, CRC, SeaDoc, and World Vets. Individual identified as SJ20-32 (Al Pacino) by Frankie Robertson of the NE Pacific Minke Whale Project, first encountered in 2010 and last sighted lunge feeding 1 week prior to stranding event.. Laying L side up, unable to examine R side externally. Sublingual frenulum was inflated on 05-Oct but had deflated by 07-Oct and throat area was sunken. Chest and abdomen bloated and tight. Superficial abrasions L rostrum. L eye: Red sclera and conjunctiva, bulging. Transverse abrasion/laceration across back, starting in L axillae, where it is superficial dorsally and gets deeper about the level of the internal spinous process, extending deep into the epaxial muscle on the L side at least 11cm. Oblong and oval abrasion with irregular margins on the lateral aspect of the L fin that extends into the dermis. It is deepest proximal to body and more superficial distally. Pennell sp (probable P. balaenopterae Bertulli et al 2012, Dorsey et al 1990) approx 40cm caudal to tip of L pec fin, protrudes approx 2cm. Four small areas of scavenging on L side, caudal and ventral of dorsal fin. Multiple presumed cookie cutter shark bite scars (Bertulli et al., 2012; Dorsey et al., 1990; Jones, 1971; Mackintosh and Wheeler, 1929; Nemoto, 1955; Samarra et al., 2012; Walker and Hanson, 1999) on L side flank/abdomen and tailstock, all appear old and healed. Alternatively, could be lamprey bites (Petromyzontidae, Nichols and Tscherter 2011). Deep fresh laceration (presumed propeller) that bisects the L fluke and extends from mid-lobe of the caudal margin and extends medially and cranially into the fluke about 70cm (almost to the caudal vertebrae). Ssuperficial abrasion lateral to the laceration L ventral fluke, between laceration and tip. Possible small commensal barnacles (Xenobalanus globicipitis) attached to the trailing edge of flukes (5 on L, 3 on R). Possible bruising ventral tailstock just cranial to tail. Bruising around L and R mammary slits L abdomen lateral to umbilicus: superficial scavenging (bird) 10-12 sites extending up into L axillae. Caudal throat grooves: petechia and ecchymosis and more extensive bruising inside between the throat grooves. This can be seen in the throat groves on the ventral aspect of body, starting about the level of about mid-pectoral fin and extending through the caudal margins of the throat grooves. Small foci of bruising on L axillary area 26x5cm. Green swollen superficial circle just cranial of umbilicus (not significant, filled with air and color likely due to oxidation of tissue).. . Blunt force trauma consistent with ship strike. Extrernal abrasion/laceration across back between the pectoral fins, abrasion on L pec fin, deep laceration (presumed propeller), on L fluke. Severe bruising was present in almost a straight line on the left side of the body that extended almost the entire length of the animal from just behind the head to the end of the abdomen. The 5th rib broken in half, dorsal process of one vertebrae was broken in same area, and extensive bleeding in the lungs.",
PSU23-01-14-Pm,Sperm Whale,1/14/2023,2023,On Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,OR,Clatsop,Hammond,"0.2 mile north of the Peter Iredale Road beach access, Fort Stevens State Park",46.17749,decimal degrees,-123.98,decimal degrees,1/14/2023,Moderate Decomposition,Unknown,MALE,ADULT,1200,cm,Y,1/16/2023,Left at Site,"the whale appeared to have good body condition; externally, the whale was an early Code 3 and internally a Code 4; key findings included substantial, extensive hemorrhage and edema from a pre-mortem vessel strike along with several associated lesions on head and body; one lesion was a deep laceration, cutting through at least five ribs on the left side; the intestines were located approximately 100 yards south of the whale; the whale was oriented right side down, so that side could not be examined; the necropsy was conducted by Portland State University with necropsy support from Seaside Aquarium, SR3, and volunteers; 24 samples collected; histopathology supported pre-mortem trauma and concluded that the whale was in good nutritional condition",
CAS-MAC-561; TMMC-C-727,Gray Whale,3/23/2023,2023,On Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,CA,Marin,Bolinas,"On Bolinas Beach, north of Brighton Road entrance",37.9005,decimal degrees,-122.6952,decimal degrees,3/23/2023,Moderate Decomposition,Unknown,MALE,SUBADULT,1060,cm,Y,3/25/2023,Left at Site,"No Covid-19 restrictions, left pelvic bone, a section of baleen, and one barnacle collected for CAS archives. Preliminary exam by TMMC on 3/23. Full necropsy performed on 03/25/2023 by TMMC and CAS. We found an area of blunt force trauma on the left lateral head extending from the eye to the mid scapula moving up towards the dorsal aspect. There was dark red staining (hemorrhage) within in the blubber, subcutaneous fat, and skeletal muscle in that same location. The muscle surrounding the base of the skull and C1 was macerated and easily pulled apart. We examined the base of the skull, all the left lateral aspects of vertebra for any fractures but could not find any. We would not examine the entire head due to the recumbency and nor the extent of the area with hemorrhage. The muscle surrounding the other vertebrae was of normal consistency and color. No other significant findings in this animal apart from a good blubber layer and subcutaneous fat.",
CRC-1988,Gray Whale,4/1/2023,2023,On Beach or Land,Fresh Dead,NOT REVIEWED YET,Yes,WA,Pierce,Fox Island,"Fox Island, 590 3rd Ave",47.259,decimal degrees,-122.6527,decimal degrees,4/4/2023,Moderate Decomposition,Unknown,MALE,ADULT,1245,cm,Y,4/4/2023,Towed,"washed ashore evening of 01 Apr. External exam and minimal samples collected 02 April by CRC and WDFW. Towed on 03 Apr to secured location and necropsy conduected 04 April. Matches emaciated whale seen live and swimming around south Puget Sound for a few weeks, last confirmed live sighting in Mayo Cove on 27 March.. Laying on back at initial exam on 4/2, laying on R side at necropsy on 4/4. Heavy cyamid load, areas of dermatitis all over body. Numerous superficial scrapes and scratches. Healed rake marks on fluke tips and on L side of dorsal hump. Healed entanglement scars on tailstock (at fluke insertion) and right pec fin insertion. One severely broken baleen plate (cracked laterally almost all the way through the plate) mid-rack on R side. No evidence of entanglement on mouth near that site. Severely bloated by 4/2.. . Evidence of blunt force trauma stemming from right shoulder/neck area--hematoma and at least 1 broken rib. Also possible diaphragmatic hernia, may have been related to trauma but could also have been result of severe post-mortem bloating. Healed entanglement scars on tailstock (at fluke insertion) and right pec fin insertion--not related to mortality. One severely broken baleen plate (cracked laterally almost all the way through the plate) mid-rack on R side. No evidence of entanglement on mouth near that site, may possibly be related to blunt force trauma but unable to determine.",
CAS-KKH-019; TMMC-C-728,Gray Whale,4/7/2023,2023,Floating,Fresh Dead,NOT REVIEWED YET,Yes,CA,Alameda,San Leandro,"Floating offshore of the bay trail, south of San Leandro Marina",37.6843,decimal degrees,-122.179485,decimal degrees,4/8/2023,Fresh Dead,Unknown,MALE,YEARLING,580,cm,Y,4/8/2023,Left at Site,"No Covid-19 restrictions, Team from TMMC and CAS performed a necropsy, finding evidence of ship strike. See Necropsy report for details and photos, bilateral pelvic bones, right ear bone and 205 plates of baleen collected for CAS archives",
WCRLB-20230423Er,Gray Whale,4/23/2023,2023,Swimming,Alive,NOT REVIEWED YET,Yes,CA,San Francisco,,just south of Angel Island State Park in San Francisco Bay,,decimal degrees,,decimal degrees,N/A,N/A,Recreational,UNKNOWN,UNKNOWN,,,N,N/A,N/A,"Collision wit Sailboat - 38ft in length with a Yanmar Fuse 30A brand new engine and 29 horsepower with a 16"" prop diameter (3 prop blades) The prop is positioned between the keel (4'6"") and the rudder. Collision Information: The vessel was sailing at 3.5-4 knots at the time of impact and the engine was on idle, they were sailing NE and were trying to tack to S-SE at the time of the collision. Water depth at the time of the collision was 38'. The whale came up from underneath them, they heard a very large noise upon impact (the captain thought they were running aground it was so loud) and then they (4 people total on board in the cockpit) saw the back of the animal and a mud plume with algae and seaweed around the animal. They did not see the whale surface again or any blood in the water.",
WCRLB-20230429Mn,Humpback Whale,4/29/2023,2023,Swimming,Alive,NOT REVIEWED YET,Yes,CA,Santa Barbara,,near north side of Santa Cruz Island,,decimal degrees,,decimal degrees,N/A,N/A,Unknown,UNKNOWN,ADULT,,,N,N/A,N/A,"At least 6 parallel slices along whales back forward of the dorsal fin. Suspected to be propeller wounds. Several slices were deep, though appear to now be healing",
CRC-1992,Gray Whale,5/3/2023,2023,On Beach or Land,Moderate Decomposition,NOT REVIEWED YET,Yes,WA,Jefferson,Queets,just N of Queets river mouth,47.5389,decimal degrees,-124.356,decimal degrees,5/9/2023,Advanced Decomposition,Unknown,MALE,ADULT,1192,cm,Y,5/9/2023,Left at Site,"on tribal land, permission granted for access prior to response.. Laying on R side. 60% of skin gone, mostly around head, back, and tailstock/flukes. Bloated abdomen. Tongue bloated, sunburned and minimally scavenged. Depression of nuchal fat. No signs of entanglement or killer whale attack.. . Blunt force trauma to L side of head, forward of eye. Avulsion fracture of maxillary bone, subcutaneous hemorrhage and edema, hematoma. Smaller and more superficial area of bruising at top of L shoulder blade. Photo taken a few weeks later shows clean break all the way across L maxilla, near the snout. No evidence of killer whale attack.",
"CAS-DJG-037; TMMC-C-730 ""Lychee""",Gray Whale,5/6/2023,2023,Floating,Moderate Decomposition,NOT REVIEWED YET,Yes,CA,Marin,Inverness,Floating offshore of the Point Reyes Lighthouse and moving north with the current,37.99046,decimal degrees,-123.035978,decimal degrees,5/9/2023,Moderate Decomposition,Unknown,MALE,ADULT,1180,cm,Y,5/9/2023,Left at Site,"Whale first identified in SF Bay by TMMC on Feb 9, 2023. Laceration to mid dorsal thoracic area occurred between March 3 and March 31, 2023. Body condition declined - last seen alive in the bay on April 24, 2023. Data from TMMC Cetacean Biologists: Sightings: 2/9/2023 3/3/2023 no scar visible 3/31/2023 scar visible, 2 sightings in one day 4/10/2023 increasing lice load becomes apparent. 4/13/2023 4/24/2023 2 sightings in one day. No Covid-19 restrictions, left pelvic bone, baleen, and barnacles collected for CAS, baleen collected by park staff for TMMC. histo (blubber only), urine and feces for biotox analysis, muscle for genetics, stomach contents for prey ID.",
WCRLB-20230517Unk,Unidentified Whale,5/17/2023,2023,Swimming,Alive,NOT REVIEWED YET,Yes,OR,Tillamook,,crossing the Tillamook bar,,decimal degrees,,decimal degrees,N/A,N/A,Recreational,UNKNOWN,UNKNOWN,180,cm,N,N/A,N/A,"Self Reported Vessel Collision; 24ft aluminum sport fishing vessel, after hitting something they looked behind there boat and saw it surface briefly then head south from the jetty. They could not see any obvious wounds on the whale, they think they just hit it with the Bow there is no damage to prop or any part of boat.",
WCRLB-20230520Bp,Fin Whale,5/20/2023,2023,Floating,Fresh Dead,NOT REVIEWED YET,Yes,CA,San Diego,,about 70 miles west of San Diego,32.533333,decimal degrees,-118.716667,decimal degrees,N/A,N/A,Unknown,UNKNOWN,UNKNOWN,,,N,N/A,Left at Site,Bow lookout noticed whale carcass on ship bow. No one inside ship reported feeling any impact/shudder. Carcass sank after approximately 2 hours. Video taken by Navy shows dead whale wrapped over bow of ship,
